id,donor_id,donor_name,amount,fund_id,fund_name,campus_id,campus_name,service_id,service_name,source,payment_method,status,recurring_gift_id,date,time,processing_fee,net_amount
tx_d52bd7f4,donor_c4e40745,Richard Collins,50,fund_002,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Cash,Cash,completed,,2025-06-01,11:44:00,0,50
tx_7afb6f1c,donor_1c9af3cd,Brandon Morales,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,rec_91d6f11c,2025-06-01,11:48:00,3.2,96.8
tx_9cdd6c5e,donor_4e730da1,Kelly Ortiz,75,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Text-to-Give,Visa,completed,,2025-06-01,11:49:00,2.48,72.52
tx_d28de3e5,donor_544b3158,Robert Flores,400,fund_004,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,completed,rec_ddf6ef92,2025-06-01,11:50:00,11.9,388.1
tx_34e18dab,donor_0e0cae2c,Jose Brooks,20,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,,2025-06-01,11:57:00,0.88,19.12
tx_6f45285c,donor_760a003a,Debra Peterson,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,rec_f151208c,2025-06-01,12:00:00,3.2,96.8
tx_43fdf2e0,donor_9a78f5bc,Christine Nelson,20,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,,2025-06-01,12:00:00,0.88,19.12
tx_ca035abe,donor_6fa1efb1,Ruth Mitchell,150,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,,2025-06-01,12:00:00,4.65,145.35
tx_8414f344,donor_1a939eab,Margaret Harris,75,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Text-to-Give,ACH,completed,,2025-06-01,12:01:00,2.48,72.52
tx_3276ea48,donor_72194c35,Donald Ramirez,25,fund_003,Missions,campus_001,One Life Center,svc_002,11:00 AM,Check,Check,completed,,2025-06-01,12:05:00,0,25
tx_078b4fd5,donor_a46924bf,Patricia Lee,100,fund_004,Youth Ministry,campus_001,One Life Center,svc_002,11:00 AM,Text-to-Give,Visa,completed,,2025-06-01,12:05:00,3.2,96.8
tx_8163078a,donor_54dab217,Olivia Nguyen,200,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,ACH,completed,rec_f71ab86e,2025-06-01,12:06:00,6.1,193.9
tx_4c0af140,donor_09dac0c2,Emily Robinson,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Discover,completed,,2025-06-01,12:06:00,3.2,96.8
tx_23ae9423,donor_f23833c8,Andrew Lee,50,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,,2025-06-01,12:07:00,1.75,48.25
tx_29f1fbad,donor_06ba5cc8,Laura Anderson,75,fund_004,Youth Ministry,campus_001,One Life Center,svc_002,11:00 AM,Text-to-Give,Visa,completed,,2025-06-01,12:09:00,2.48,72.52
tx_3c036f16,donor_9911744e,Robert Martinez,25,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,,2025-06-01,12:10:00,1.03,23.97
tx_36a4c0e1,donor_7b6a4266,Emma Bennett,75,fund_003,Missions,campus_001,One Life Center,svc_003,1:00 PM,Cash,Cash,completed,,2025-06-01,12:14:00,0,75
tx_0bd7d2ef,donor_1719c2b8,Richard Cox,25,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,,2025-06-01,12:15:00,1.03,23.97
tx_6b8edcea,donor_b843a6a7,Stephen Cox,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Text-to-Give,Visa,completed,,2025-06-01,12:17:00,3.2,96.8
tx_f632ea1c,donor_5c6a318f,Sharon Hernandez,25,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Check,Check,completed,,2025-06-01,12:18:00,0,25
tx_94901163,donor_dcc62d42,Donna Garcia,100,fund_003,Youth Ministry,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,rec_8d7f3c19,2025-06-01,12:19:00,3.2,96.8
tx_947c4e7f,donor_392ef14a,Amy Miller,50,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,completed,,2025-06-01,12:20:00,1.75,48.25
tx_1fe66b42,donor_61ed56d2,Jason Martinez,300,fund_002,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,rec_393ce998,2025-06-01,12:21:00,9.0,291.0
tx_9f31950e,donor_d6ee1c54,Olivia Ramirez,20,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Check,Check,completed,,2025-06-01,12:22:00,0,20
tx_16f95bd3,donor_1a939eab,Margaret Harris,50,fund_002,Building Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Mastercard,completed,,2025-06-01,12:22:00,1.75,48.25
tx_92234271,donor_8e35f4e1,Elizabeth Collins,150,fund_002,Building Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Mastercard,completed,,2025-06-01,12:27:00,4.65,145.35
tx_fe15eb63,donor_29e3b82c,Nicholas Garcia,100,fund_001,Youth Ministry,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,rec_de693138,2025-06-01,12:33:00,3.2,96.8
tx_0faa60eb,donor_08fcd81f,Nathan Watson,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,rec_13428377,2025-06-01,12:36:00,3.2,96.8
tx_ccf62105,donor_4f0ebc4e,Jessica Hill,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,,2025-06-01,12:45:00,3.2,96.8
tx_d13b4750,donor_7c96491b,Ryan Scott,25,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,,2025-06-01,12:46:00,1.03,23.97
tx_cbb93160,donor_80d40deb,Cynthia Moore,200,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,rec_43cd57e3,2025-06-01,12:50:00,6.1,193.9
tx_ed9d2ddd,donor_cc2b594d,Brian Price,75,fund_004,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,rec_6d882571,2025-06-01,12:54:00,2.48,72.53
tx_9a1314d8,donor_e062c800,Peter Sullivan,50,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,,2025-06-01,12:57:00,1.75,48.25
tx_f7810ffd,donor_46a501bd,Matthew Bell,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,,2025-06-01,12:58:00,3.2,96.8
tx_2ac2058c,donor_3358ff0d,Deborah Watson,300,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,,2025-06-01,13:05:00,9.0,291.0
tx_37f300bb,donor_dc63f376,James Kelly,25,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Text-to-Give,Visa,completed,,2025-06-01,13:11:00,1.03,23.97
tx_4ea030d2,donor_12b2187b,Daniel Nguyen,250,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,rec_36a55f21,2025-06-01,13:12:00,7.55,242.45
tx_6dbeafab,donor_21d6fdb6,Patrick Cook,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,rec_19ca7a87,2025-06-01,13:15:00,3.2,96.8
tx_9eeac966,donor_6bf488d4,Laura Russell,10,fund_005,Benevolence,campus_001,One Life Center,svc_003,1:00 PM,Cash,Cash,completed,,2025-06-01,13:26:00,0,10
tx_bfb920de,donor_4f0ebc4e,Jessica Hill,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,,2025-06-01,13:27:00,3.2,96.8
tx_514a4d65,donor_c37a721f,Donald Cruz,150,fund_001,Building Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,rec_e96a5f7b,2025-06-01,13:29:00,4.65,145.35
tx_c713b734,donor_68889ed6,Jason Taylor,100,fund_004,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,rec_fecd4484,2025-06-01,13:30:00,3.2,96.8
tx_feb25fbe,donor_66147e8c,Raymond Morales,100,fund_001,Missions,campus_001,One Life Center,svc_003,1:00 PM,Online,ACH,completed,rec_8b2e914e,2025-06-01,13:34:00,3.2,96.8
tx_ac4085d3,donor_f23bc4ca,Sharon Johnson,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Discover,completed,,2025-06-01,13:39:00,3.2,96.8
tx_53d754f3,donor_38587cba,Jonathan Rodriguez,50,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Cash,Cash,completed,,2025-06-01,13:40:00,0,50
tx_679d982d,donor_9d39e779,Charles Anderson,25,fund_002,Building Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Mastercard,completed,,2025-06-01,13:41:00,1.03,23.97
tx_d154f822,donor_b3804855,Rebecca Taylor,50,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,,2025-06-01,13:46:00,1.75,48.25
tx_f309bc1a,donor_1170651d,Raymond Parker,75,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Cash,Cash,completed,,2025-06-01,13:47:00,0,75
tx_8ee99814,donor_73e4c106,Kyle Diaz,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,rec_ad9ba52a,2025-06-01,13:52:00,3.2,96.8
tx_58f135f5,donor_000389ae,Benjamin Gutierrez,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Text-to-Give,ACH,completed,,2025-06-01,13:58:00,3.2,96.8
tx_8b056b58,donor_45dc2c9b,Virginia Diaz,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Check,Check,completed,,2025-06-01,13:58:00,0,100
tx_9d99be51,donor_ceb81738,Nancy Howard,50,fund_002,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Mastercard,completed,rec_750b42ac,2025-06-01,14:20:00,1.75,48.25
tx_cfbc3f4d,donor_b2bbfa48,Michelle Edwards,50,fund_002,Building Fund,campus_001,One Life Center,svc_003,1:00 PM,Text-to-Give,Visa,completed,,2025-06-01,14:24:00,1.75,48.25
tx_e997c997,donor_feb93ae8,Kenneth Cruz,20,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Check,Check,completed,,2025-06-01,14:26:00,0,20
tx_5f0b249b,donor_98b7d53d,Barbara Ortiz,75,fund_005,Benevolence,campus_001,One Life Center,svc_003,1:00 PM,Online,ACH,completed,,2025-06-01,14:31:00,2.48,72.52
tx_e5f6c538,donor_a2ea7bd6,Alexander Morris,50,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,,2025-06-01,14:33:00,1.75,48.25
tx_d5a4e408,donor_ef9f2110,Eric Foster,100,fund_004,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,rec_564a1e12,2025-06-01,14:36:00,3.2,96.8
tx_05bd08a5,donor_7fed6419,Mary Ramirez,150,fund_002,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Mastercard,completed,rec_88cf3da6,2025-06-01,14:36:00,4.65,145.35
tx_9525a368,donor_24f22305,Gregory Ortiz,25,fund_004,Youth Ministry,campus_001,One Life Center,svc_003,1:00 PM,Online,ACH,completed,,2025-06-01,14:36:00,1.03,23.97
tx_ca55a700,donor_f03a353a,Henry Davis,50,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Check,Check,completed,,2025-06-01,14:38:00,0,50
tx_46abe809,donor_7081af3e,Gregory Gray,25,fund_002,Building Fund,campus_001,One Life Center,svc_003,1:00 PM,Cash,Cash,completed,,2025-06-01,14:39:00,0,25
tx_af5ee783,donor_f8cc0bf4,Matthew Morris,10,fund_005,Benevolence,campus_001,One Life Center,svc_003,1:00 PM,Online,ACH,completed,,2025-06-01,14:42:00,0.59,9.41
tx_ae09afb0,donor_c4e75f59,Kelly Parker,75,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,,2025-06-01,14:47:00,2.48,72.52
tx_6152e65e,donor_93a1b281,Janet Walker,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Visa,completed,,2025-06-01,14:49:00,3.2,96.8
tx_5efb34b4,donor_d164951f,Stephanie Gomez,50,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Cash,Cash,completed,,2025-06-01,14:54:00,0,50
tx_743cd853,donor_5669b3eb,Paul Butler,100,fund_001,General Fund,campus_001,One Life Center,svc_003,1:00 PM,Online,Amex,completed,rec_c7baca4d,2025-06-01,14:57:00,3.2,96.8
tx_0a68c44f,donor_0c7e0ecf,Michelle Jones,50,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Discover,completed,,2025-06-08,08:02:00,1.75,48.25
tx_b97f8d41,donor_79588c8a,Samuel Phillips,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,,2025-06-08,08:06:00,3.2,96.8
tx_877e367f,donor_82c8ea4b,Susan Martinez,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Amex,completed,,2025-06-08,08:15:00,3.2,96.8
tx_ac191dfe,donor_f94a11b9,Samantha James,150,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Discover,completed,,2025-06-08,08:19:00,4.65,145.35
tx_de9a6bf6,donor_c4f057c4,Katherine Reyes,75,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Cash,Cash,completed,,2025-06-08,08:23:00,0,75
tx_d99036d3,donor_b61bc89b,Kathleen Stewart,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Amex,completed,rec_3c89f908,2025-06-08,08:25:00,3.2,96.8
tx_4e8342d2,donor_ab183271,Joshua Myers,100,fund_003,Missions,campus_001,One Life Center,svc_001,9:00 AM,Text-to-Give,Mastercard,completed,,2025-06-08,08:25:00,3.2,96.8
tx_302c6ef6,donor_dc5ceb75,Maria Turner,300,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Text-to-Give,Visa,completed,,2025-06-08,08:28:00,9.0,291.0
tx_b5e9006c,donor_e9c9ef07,Debra Young,25,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Cash,Cash,completed,,2025-06-08,08:34:00,0,25
tx_ee5c3941,donor_6b9c3496,Lisa Jackson,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,rec_cf564948,2025-06-08,08:36:00,3.2,96.8
tx_3d2afeaa,donor_089b47da,Brenda King,200,fund_003,Missions,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,,2025-06-08,08:37:00,6.1,193.9
tx_3dc5a1dc,donor_2d5ba79d,Zachary Howard,20,fund_002,Building Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,,2025-06-08,08:41:00,0.88,19.12
tx_c8bafa27,donor_a3d0cca6,Tyler Anderson,150,fund_004,Youth Ministry,campus_001,One Life Center,svc_001,9:00 AM,Text-to-Give,ACH,completed,,2025-06-08,08:42:00,4.65,145.35
tx_cc669bb1,donor_1866a4b7,Brian Howard,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Visa,completed,,2025-06-08,08:46:00,3.2,96.8
tx_050a6602,donor_7bdca8ee,Joshua Morris,75,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Cash,Cash,completed,,2025-06-08,08:59:00,0,75
tx_9d46eca2,donor_19184bf1,Jonathan Diaz,100,fund_001,Building Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,rec_ae57dae4,2025-06-08,09:16:00,3.2,96.8
tx_22af02d2,donor_a80e7144,Deborah Kelly,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,,2025-06-08,09:16:00,3.2,96.8
tx_614c271a,donor_29c85919,Emma Peterson,75,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,rec_5bb33a56,2025-06-08,09:34:00,2.48,72.53
tx_180edd29,donor_21786648,Catherine Davis,150,fund_004,Youth Ministry,campus_001,One Life Center,svc_001,9:00 AM,Check,Check,completed,,2025-06-08,09:35:00,0,150
tx_4c250b49,donor_98b7d53d,Barbara Ortiz,75,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Amex,completed,rec_36b74339,2025-06-08,09:41:00,2.48,72.53
tx_346775e3,donor_3bcbc883,Kyle Williams,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Cash,Cash,completed,,2025-06-08,09:44:00,0,100
tx_e442b0be,donor_82e50e2f,James Evans,20,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Cash,Cash,completed,,2025-06-08,09:49:00,0,20
tx_b6525716,donor_458d1d3f,Jennifer Sanders,100,fund_004,Youth Ministry,campus_001,One Life Center,svc_001,9:00 AM,Online,ACH,completed,,2025-06-08,09:50:00,3.2,96.8
tx_8830e296,donor_54dab217,Olivia Nguyen,200,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,ACH,completed,rec_f71ab86e,2025-06-08,09:53:00,6.1,193.9
tx_b55fb5e3,donor_3811d461,Michael Rogers,150,fund_002,Building Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,ACH,completed,,2025-06-08,09:53:00,4.65,145.35
tx_2e73f3a2,donor_cef6e560,Barbara Powell,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,,2025-06-08,09:55:00,3.2,96.8
tx_e3d3f96a,donor_a98017c5,Lisa Garcia,200,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,ACH,completed,rec_094ec886,2025-06-08,10:00:00,6.1,193.9
tx_33ccc53b,donor_62f603da,Diane Robinson,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,rec_e27af250,2025-06-08,10:00:00,3.2,96.8
tx_13ba4acf,donor_a07a6127,Gary Murphy,250,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,rec_5b00bd42,2025-06-08,10:01:00,7.55,242.45
tx_0336af96,donor_48fef691,Raymond Bell,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Text-to-Give,Visa,completed,,2025-06-08,10:03:00,3.2,96.8
tx_ac240ff0,donor_6f852dbe,Joyce Powell,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Discover,completed,,2025-06-08,10:04:00,3.2,96.8
tx_cebd9ce3,donor_1eeb5ab3,Ashley Watson,20,fund_002,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,refunded,,2025-06-08,10:05:00,0.88,19.12
tx_daf2f8c2,donor_73e4c106,Kyle Diaz,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Visa,completed,rec_ad9ba52a,2025-06-08,10:06:00,3.2,96.8
tx_8946d120,donor_aea38f1a,Christopher Cruz,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Discover,completed,,2025-06-08,10:09:00,3.2,96.8
tx_c3f72601,donor_11848a94,Edward Nguyen,75,fund_001,Youth Ministry,campus_001,One Life Center,svc_001,9:00 AM,Online,Amex,completed,rec_3149e20d,2025-06-08,10:12:00,2.48,72.53
tx_a906e878,donor_7e160580,Emily Myers,100,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Text-to-Give,ACH,completed,,2025-06-08,10:12:00,3.2,96.8
tx_a1ff1dbd,donor_aa2ee2bc,Debra Martinez,200,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,rec_6394a68c,2025-06-08,10:17:00,6.1,193.9
tx_b4dffcc2,donor_7c0acdd3,Virginia Adams,10,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Cash,Cash,completed,,2025-06-08,10:19:00,0,10
tx_8a2814ff,donor_d70f1988,Jacob Hall,50,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Visa,completed,rec_8feb0943,2025-06-08,10:20:00,1.75,48.25
tx_fc8ca1ce,donor_82c8ea4b,Susan Martinez,500,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,,2025-06-08,10:21:00,14.8,485.2
tx_493a1099,donor_078d3fe4,Daniel Edwards,100,fund_003,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,rec_573b1691,2025-06-08,10:22:00,3.2,96.8
tx_2b49abee,donor_76407bf4,Brian Sanchez,200,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,,2025-06-08,10:22:00,6.1,193.9
tx_af93595f,donor_aba2df6c,George Cox,750,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Discover,completed,,2025-06-08,10:24:00,22.05,727.95
tx_8787f60f,donor_1e264e51,Peter Diaz,150,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Cash,Cash,completed,,2025-06-08,10:24:00,0,150
tx_a2fa42fd,donor_39a3ab71,Dorothy Nguyen,200,fund_001,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,completed,rec_a93f6839,2025-06-08,10:28:00,6.1,193.9
tx_194edff1,donor_95636728,Margaret Murphy,500,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,rec_461b6ede,2025-06-08,10:33:00,14.8,485.2
tx_5ccae1db,donor_6d967645,Anthony Carter,150,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,ACH,completed,rec_b99d1203,2025-06-08,10:39:00,4.65,145.35
tx_5d312e1a,donor_086d463b,Mary Wright,20,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Check,Check,completed,,2025-06-08,10:43:00,0,20
tx_650ebb68,donor_441e816e,Alexander Price,75,fund_001,Youth Ministry,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,completed,rec_6cdcbb81,2025-06-08,10:44:00,2.48,72.53
tx_4bdb8ce9,donor_7484da41,Jonathan Ross,25,fund_002,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,,2025-06-08,10:45:00,1.03,23.97
tx_46421ff1,donor_19184bf1,Jonathan Diaz,150,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Text-to-Give,Mastercard,completed,,2025-06-08,10:45:00,4.65,145.35
tx_fc053eba,donor_0dc5d942,Amy Collins,200,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Discover,completed,,2025-06-08,10:46:00,6.1,193.9
tx_876b16c8,donor_3eebbe4a,Laura Mitchell,50,fund_003,Missions,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,,2025-06-08,10:48:00,1.75,48.25
tx_1b26f192,donor_b9bf9f61,Brandon Davis,75,fund_002,Building Fund,campus_001,One Life Center,svc_001,9:00 AM,Check,Check,completed,,2025-06-08,10:49:00,0,75
tx_42eaa7ee,donor_c750b480,Jose Hernandez,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Discover,completed,,2025-06-08,10:49:00,3.2,96.8
tx_e0730122,donor_67939e79,Jason Stewart,200,fund_005,Benevolence,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,,2025-06-08,10:50:00,6.1,193.9
tx_794c7043,donor_9a78f5bc,Christine Nelson,20,fund_002,Building Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Mastercard,completed,,2025-06-08,10:52:00,0.88,19.12
tx_41b8e029,donor_99d4e2f1,Julie Russell,200,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Discover,completed,,2025-06-08,10:53:00,6.1,193.9
tx_047ea07e,donor_e901c439,Jose Cook,500,fund_001,General Fund,campus_001,One Life Center,svc_001,9:00 AM,Online,Visa,completed,,2025-06-08,10:56:00,14.8,485.2
tx_5d801bdf,donor_02c4b3ba,Kimberly Johnson,150,fund_001,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,completed,rec_32504f61,2025-06-08,10:58:00,4.65,145.35
tx_0aea2d11,donor_f8f9637a,Elizabeth Long,50,fund_001,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,rec_cd52f4b4,2025-06-08,11:02:00,1.75,48.25
tx_e1a58ccb,donor_5f6cb95f,Anna Wright,100,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Check,Check,completed,,2025-06-08,11:03:00,0,100
tx_659b3638,donor_a8b28c0d,David Jones,75,fund_002,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,rec_ca4706ca,2025-06-08,11:05:00,2.48,72.53
tx_531a28d9,donor_2495e1af,Nicole Anderson,20,fund_002,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,,2025-06-08,11:05:00,0.88,19.12
tx_04b876a3,donor_8a7655ef,Barbara Stewart,75,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,rec_f4513a8d,2025-06-08,11:13:00,2.48,72.53
tx_3b344a0c,donor_095aa792,Rebecca Jenkins,150,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,,2025-06-08,11:16:00,4.65,145.35
tx_30292457,donor_c750b480,Jose Hernandez,75,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,rec_d9e8ff50,2025-06-08,11:18:00,2.48,72.53
tx_9c050957,donor_9d39e779,Charles Anderson,75,fund_003,Missions,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,completed,,2025-06-08,11:26:00,2.48,72.52
tx_89692b8b,donor_79588c8a,Samuel Phillips,50,fund_002,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,,2025-06-08,11:28:00,1.75,48.25
tx_503aeabc,donor_282d97d2,Dennis Ward,300,fund_003,Missions,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,rec_94441f0b,2025-06-08,11:29:00,9.0,291.0
tx_5ce59695,donor_13d68721,Sandra Russell,50,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,,2025-06-08,11:29:00,1.75,48.25
tx_6dac2a53,donor_8db87929,Michael Clark,200,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,,2025-06-08,11:32:00,6.1,193.9
tx_1ac79fea,donor_2a3e71c8,Samuel Richardson,300,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Mastercard,completed,rec_b8ce2625,2025-06-08,11:37:00,9.0,291.0
tx_f8ed98a6,donor_7e3fc3ec,Ashley Ramirez,150,fund_001,General Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Visa,completed,rec_a7dc2e86,2025-06-08,11:41:00,4.65,145.35
tx_720b78f3,donor_3337d077,Jacob Hall,20,fund_003,Missions,campus_001,One Life Center,svc_002,11:00 AM,Online,ACH,completed,,2025-06-08,11:46:00,0.88,19.12
tx_80f4f6f1,donor_e09388d4,Ryan Lopez,100,fund_003,Building Fund,campus_001,One Life Center,svc_002,11:00 AM,Online,Amex,completed,rec_abdd7d86,2025-06-08,11:50:00,3.2,96.8
