id,first_name,last_name,email,phone,address,city,state,zip,primary_campus_id,primary_campus_name,household_id,created_date,status
donor_6f45ce4d,Matthew,Morris,mmorris@hotmail.com,(737) 710-6055,1686 Oak Ave,Buford,GA,30045,campus_001,One Life Center,hh_0118,2021-08-17,active
donor_3756cadc,Justin,Lopez,jlopez@hotmail.com,(761) 888-8710,7591 Park Rd,Loganville,GA,30078,campus_001,One Life Center,hh_0119,2021-03-16,active
donor_70343676,George,Johnson,gjohnson@gmail.com,(750) 775-4189,2294 Lake Dr,Suwanee,GA,30017,campus_001,One Life Center,hh_0120,2024-01-29,active
donor_68cd821b,George,Johnson,george.johnson@icloud.com,(742) 661-5582,2294 Lake Dr,Suwanee,GA,30017,campus_001,One Life Center,hh_0120,2024-01-29,active
donor_5a7a0a9f,Diane,James,diane72@yahoo.com,(703) 816-9341,1684 Spring St,Suwanee,GA,30045,campus_001,One Life Center,hh_0121,2022-02-03,active
donor_f6542b83,Aaron,Garcia,aarong153@hotmail.com,(695) 535-6218,2345 Orchard Rd,Lawrenceville,GA,30043,campus_001,One Life Center,hh_0122,2021-11-13,active
donor_41d90458,Angela,Gray,angela91@icloud.com,(680) 577-6427,5611 Highland Ave,Snellville,GA,30518,campus_001,One Life Center,hh_0123,2024-08-23,active
donor_7081af3e,Gregory,Gray,gregoryg427@outlook.com,(770) 904-1436,5611 Highland Ave,Snellville,GA,30518,campus_001,One Life Center,hh_0123,2024-08-23,active
donor_fe6955f5,Shirley,King,sking@yahoo.com,(765) 448-1517,9660 Sunset Blvd,Buford,GA,30043,campus_001,One Life Center,hh_0124,2020-12-15,active
donor_535ebc3e,Rebecca,Morales,rmorales@hotmail.com,(756) 682-2020,410 Forest Ave,Suwanee,GA,30046,campus_001,One Life Center,hh_0125,2021-10-04,active
donor_7a176a8e,Shirley,Bell,shirleyb471@outlook.com,(747) 562-5331,5425 Garden Way,Buford,GA,30078,campus_001,One Life Center,hh_0126,2022-09-06,active
donor_e1a777b0,Joshua,Harris,jharris@outlook.com,(739) 557-5480,9243 Hill St,Buford,GA,30024,campus_001,One Life Center,hh_0127,2021-04-05,active
donor_9e5b6742,Jennifer,Richardson,jennifer92@icloud.com,(761) 462-8849,5754 Pine St,Loganville,GA,30017,campus_001,One Life Center,hh_0128,2021-08-17,active
donor_2069c71d,Margaret,Richardson,margaretr848@outlook.com,(749) 912-5450,5754 Pine St,Loganville,GA,30017,campus_001,One Life Center,hh_0128,2021-08-17,active
donor_77d24b34,Shirley,Gray,shirley.gray@icloud.com,(720) 934-8739,931 Garden Way,Buford,GA,30046,campus_001,One Life Center,hh_0129,2025-01-27,active
donor_8d79ad4d,Richard,Gray,richardgray@gmail.com,(748) 361-7666,931 Garden Way,Buford,GA,30046,campus_001,One Life Center,hh_0129,2025-01-27,active
donor_e58da126,Samuel,Rogers,samuelr92@yahoo.com,(746) 956-1611,4806 Church St,Dacula,GA,30046,campus_001,One Life Center,hh_0130,2021-08-07,lapsed
donor_86f38fb5,Amy,Thompson,amy96@gmail.com,(679) 505-2758,695 Spring St,Loganville,GA,30045,campus_001,One Life Center,hh_0131,2024-06-01,active
donor_21a35c6a,Victoria,Nelson,victoria65@yahoo.com,(692) 538-3662,9001 Highland Ave,Snellville,GA,30052,campus_001,One Life Center,hh_0132,2022-10-08,active
donor_39ecd98e,Diane,Hughes,dianehughes@yahoo.com,(756) 854-7643,330 Willow St,Snellville,GA,30045,campus_001,One Life Center,hh_0133,2021-11-21,active
donor_5f083fc3,Lisa,Bailey,lisabailey@gmail.com,(711) 592-4858,6667 Garden Way,Grayson,GA,30044,campus_001,One Life Center,hh_0134,2020-07-14,active
donor_086d463b,Mary,Wright,marywright@gmail.com,(763) 321-8625,9643 Willow St,Grayson,GA,30024,campus_001,One Life Center,hh_0135,2023-03-19,active
donor_efc226fe,Mark,Phillips,markphillips@icloud.com,(755) 582-7813,4933 Mill Rd,Snellville,GA,30044,campus_001,One Life Center,hh_0136,2023-06-12,active
donor_7013431a,Rachel,Phillips,rphillips@hotmail.com,(763) 423-5054,4933 Mill Rd,Snellville,GA,30044,campus_001,One Life Center,hh_0136,2023-06-12,active
donor_50fed918,George,Brooks,george.brooks@hotmail.com,(742) 407-9792,7419 Highland Ave,Suwanee,GA,30078,campus_001,One Life Center,hh_0137,2023-12-12,lapsed
donor_051e34d0,Gary,Adams,gary.adams@icloud.com,(694) 725-7806,3465 Orchard Rd,Dacula,GA,30044,campus_001,One Life Center,hh_0138,2023-04-09,lapsed
donor_cf68b533,Ryan,Adams,ryana60@icloud.com,(764) 515-1356,3465 Orchard Rd,Dacula,GA,30044,campus_001,One Life Center,hh_0138,2023-04-09,lapsed
donor_c06009c6,Brian,Smith,brian.smith@icloud.com,(682) 493-7698,1296 Oak Ave,Buford,GA,30518,campus_001,One Life Center,hh_0139,2022-05-17,active
donor_dc2635c3,Lisa,Smith,lsmith@outlook.com,(726) 659-7184,1296 Oak Ave,Buford,GA,30518,campus_001,One Life Center,hh_0139,2022-05-17,active
donor_49a70a85,Ronald,Sanders,ronald.sanders@gmail.com,(716) 674-9920,2043 Elm St,Duluth,GA,30019,campus_001,One Life Center,hh_0140,2023-01-05,active
donor_3e1cbf18,Jason,Sanders,jasonsanders@yahoo.com,(736) 554-3541,2043 Elm St,Duluth,GA,30019,campus_001,One Life Center,hh_0140,2023-01-05,active
donor_a3ca131c,Christina,Russell,christinarussell@gmail.com,(690) 808-1550,6968 Creek Dr,Suwanee,GA,30043,campus_001,One Life Center,hh_0141,2024-04-17,active
donor_6bf488d4,Laura,Russell,laura.russell@yahoo.com,(683) 611-8191,6968 Creek Dr,Suwanee,GA,30043,campus_001,One Life Center,hh_0141,2024-04-17,active
donor_933aab30,Jose,Ramirez,joser327@hotmail.com,(764) 528-4881,8355 Hill St,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0142,2021-04-24,active
donor_f760cf07,Joshua,Ramirez,joshuar677@yahoo.com,(730) 507-5508,8355 Hill St,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0142,2021-04-24,active
donor_2fba9fc6,Brian,Watson,brianw391@outlook.com,(767) 626-7688,9207 Sunset Blvd,Duluth,GA,30017,campus_001,One Life Center,hh_0143,2020-04-06,active
donor_a555056e,Karen,Watson,karenwatson@hotmail.com,(738) 446-4692,9207 Sunset Blvd,Duluth,GA,30017,campus_001,One Life Center,hh_0143,2020-04-06,active
donor_7bfd68c9,Rebecca,Powell,rebeccapowell@outlook.com,(704) 538-2295,1044 Valley Rd,Duluth,GA,30052,campus_001,One Life Center,hh_0144,2022-04-25,active
donor_7cf3f929,Kyle,Powell,kyle58@gmail.com,(746) 941-4120,1044 Valley Rd,Duluth,GA,30052,campus_001,One Life Center,hh_0144,2022-04-25,active
donor_967bc99f,Christine,Carter,christine62@outlook.com,(679) 416-4113,3182 Meadow Ln,Lawrenceville,GA,30044,campus_001,One Life Center,hh_0145,2024-01-23,active
donor_ec436d8e,Jack,Carter,jcarter@yahoo.com,(767) 818-4350,3182 Meadow Ln,Lawrenceville,GA,30044,campus_001,One Life Center,hh_0145,2024-01-23,active
donor_56c8b01a,Katherine,Walker,katherinew369@icloud.com,(737) 300-8692,6336 Forest Ave,Grayson,GA,30024,campus_001,One Life Center,hh_0146,2022-12-28,active
donor_1108567e,Maria,Walker,mariawalker@outlook.com,(718) 623-1749,6336 Forest Ave,Grayson,GA,30024,campus_001,One Life Center,hh_0146,2022-12-28,active
donor_6cf021ff,Justin,Lewis,justinlewis@yahoo.com,(720) 435-7223,4372 Valley Rd,Duluth,GA,30043,campus_001,One Life Center,hh_0147,2025-03-29,active
donor_b3b7abc1,Julie,Young,jyoung@icloud.com,(699) 950-6770,5630 Lake Dr,Dacula,GA,30078,campus_001,One Life Center,hh_0148,2024-04-12,active
donor_5bbb7294,Linda,Russell,linda.russell@gmail.com,(730) 340-4791,8982 Grove St,Dacula,GA,30045,campus_001,One Life Center,hh_0149,2025-05-14,active
donor_4e7e6856,William,Russell,william.russell@yahoo.com,(742) 666-7114,8982 Grove St,Dacula,GA,30045,campus_001,One Life Center,hh_0149,2025-05-14,active
donor_0106f8a7,Stephen,Cruz,stephen3@hotmail.com,(714) 217-9228,357 Main St,Dacula,GA,30052,campus_001,One Life Center,hh_0150,2022-12-25,active
donor_20515d9a,Jose,Cruz,jcruz@yahoo.com,(691) 298-9591,357 Main St,Dacula,GA,30052,campus_001,One Life Center,hh_0150,2022-12-25,active
donor_76ad4ec4,Melissa,Harris,melissaharris@yahoo.com,(716) 900-2320,4479 Spring St,Snellville,GA,30019,campus_001,One Life Center,hh_0151,2020-06-10,active
donor_4b977d72,Katherine,Harris,katherine.harris@gmail.com,(729) 588-7179,4479 Spring St,Snellville,GA,30019,campus_001,One Life Center,hh_0151,2020-06-10,active
donor_eb757669,Sharon,Davis,sharon.davis@hotmail.com,(683) 435-4463,1454 Sunset Blvd,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0152,2024-09-27,active
donor_35595a8a,Kyle,Ross,kyle.ross@yahoo.com,(718) 216-4394,862 Maple Dr,Dacula,GA,30024,campus_001,One Life Center,hh_0153,2023-11-02,active
donor_a415511c,Donald,Perry,donaldp694@outlook.com,(727) 973-3292,5003 Elm St,Loganville,GA,30044,campus_001,One Life Center,hh_0154,2023-02-28,active
donor_53ece9e1,Sharon,Ross,sharonr349@hotmail.com,(754) 606-6347,5766 Oak Ave,Suwanee,GA,30078,campus_001,One Life Center,hh_0155,2020-07-19,active
donor_da3530d7,Edward,Wright,ewright@gmail.com,(757) 502-5037,3837 Mill Rd,Dacula,GA,30052,campus_001,One Life Center,hh_0156,2023-02-06,active
donor_500672f8,Carolyn,Wright,carolyn10@yahoo.com,(726) 928-3527,3837 Mill Rd,Dacula,GA,30052,campus_001,One Life Center,hh_0156,2023-02-06,active
donor_06401e33,Michelle,Green,michelle.green@yahoo.com,(689) 391-8061,1599 Main St,Grayson,GA,30044,campus_001,One Life Center,hh_0157,2025-04-15,active
donor_b843a6a7,Stephen,Cox,stephen77@icloud.com,(679) 498-7779,530 Maple Dr,Loganville,GA,30044,campus_001,One Life Center,hh_0158,2021-12-25,lapsed
donor_c0a39505,Edward,Hernandez,edward35@icloud.com,(696) 264-3739,8637 Elm St,Buford,GA,30518,campus_001,One Life Center,hh_0159,2023-11-04,active
donor_5c6a318f,Sharon,Hernandez,sharon36@icloud.com,(687) 569-5123,8637 Elm St,Buford,GA,30518,campus_001,One Life Center,hh_0159,2023-11-04,active
donor_49f38728,Sarah,Russell,sarahr341@icloud.com,(720) 650-6484,3303 Forest Ave,Dacula,GA,30518,campus_001,One Life Center,hh_0160,2020-08-07,active
donor_8877b944,Frank,Price,fprice@outlook.com,(715) 952-9044,5353 Creek Dr,Duluth,GA,30024,campus_001,One Life Center,hh_0161,2025-04-24,active
donor_a162d30e,Joseph,Young,josephy607@yahoo.com,(765) 986-1440,4692 Spring St,Grayson,GA,30017,campus_001,One Life Center,hh_0162,2022-01-17,active
donor_e901c439,Jose,Cook,jcook@yahoo.com,(759) 510-4965,4873 Orchard Rd,Buford,GA,30052,campus_001,One Life Center,hh_0163,2020-05-21,active
donor_4c404ce9,Kathleen,Martin,kmartin@hotmail.com,(682) 568-9796,1311 Forest Ave,Loganville,GA,30017,campus_001,One Life Center,hh_0164,2023-05-09,active
donor_764ead35,Scott,Martin,scott.martin@gmail.com,(709) 873-6816,1311 Forest Ave,Loganville,GA,30017,campus_001,One Life Center,hh_0164,2023-05-09,active
donor_941a858c,Diane,Gray,diane2@yahoo.com,(743) 964-9499,6647 Church St,Lawrenceville,GA,30518,campus_001,One Life Center,hh_0165,2025-05-31,active
donor_40052902,Brenda,Gray,brendag705@yahoo.com,(735) 583-7408,6647 Church St,Lawrenceville,GA,30518,campus_001,One Life Center,hh_0165,2025-05-31,active
donor_32f3c42a,Donna,Foster,donnafoster@outlook.com,(717) 551-8460,502 Sunset Blvd,Duluth,GA,30019,campus_001,One Life Center,hh_0166,2020-08-02,active
donor_11e1af45,Patrick,Bell,patrick41@gmail.com,(768) 317-1370,7901 Cedar Ln,Dacula,GA,30019,campus_001,One Life Center,hh_0167,2022-06-16,active
donor_951fcfa7,Stephen,Hughes,shughes@yahoo.com,(729) 844-4022,4096 Highland Ave,Suwanee,GA,30045,campus_001,One Life Center,hh_0168,2020-12-23,active
donor_bd2eee70,Victoria,Myers,vmyers@gmail.com,(768) 419-4371,578 Willow St,Loganville,GA,30017,campus_001,One Life Center,hh_0169,2023-06-11,active
donor_7e160580,Emily,Myers,emily.myers@hotmail.com,(691) 749-4063,578 Willow St,Loganville,GA,30017,campus_001,One Life Center,hh_0169,2023-06-11,active
donor_3900c0ea,Gary,Sanchez,garys321@icloud.com,(756) 601-2871,4398 Garden Way,Dacula,GA,30044,campus_001,One Life Center,hh_0170,2024-11-01,active
donor_76407bf4,Brian,Sanchez,bsanchez@hotmail.com,(700) 889-5873,4398 Garden Way,Dacula,GA,30044,campus_001,One Life Center,hh_0170,2024-11-01,active
donor_67e5f64e,Michelle,Watson,michellewatson@hotmail.com,(727) 628-3258,5231 Cedar Ln,Suwanee,GA,30045,campus_001,One Life Center,hh_0171,2021-05-03,lapsed
donor_0c47cc01,Samuel,Edwards,samueledwards@icloud.com,(714) 343-4065,8904 Orchard Rd,Duluth,GA,30052,campus_001,One Life Center,hh_0172,2025-02-25,active
donor_f8cc0bf4,Matthew,Morris,mmorris@icloud.com,(765) 703-7809,257 Sunset Blvd,Lawrenceville,GA,30019,campus_001,One Life Center,hh_0173,2020-10-06,active
donor_a2ea7bd6,Alexander,Morris,alexandermorris@gmail.com,(750) 231-4613,257 Sunset Blvd,Lawrenceville,GA,30019,campus_001,One Life Center,hh_0173,2020-10-06,active
donor_7c96491b,Ryan,Scott,rscott@hotmail.com,(743) 315-2871,4829 Elm St,Buford,GA,30078,campus_001,One Life Center,hh_0174,2024-05-17,active
donor_3129d457,Paul,Scott,paul70@hotmail.com,(683) 978-8231,4829 Elm St,Buford,GA,30078,campus_001,One Life Center,hh_0174,2024-05-17,active
donor_5d92ccfe,Kimberly,Edwards,kimberly.edwards@yahoo.com,(704) 955-6744,4977 Oak Ave,Suwanee,GA,30046,campus_001,One Life Center,hh_0175,2022-07-10,active
donor_25826741,Anthony,Gray,anthonyg360@outlook.com,(754) 751-3758,2381 Washington Ave,Loganville,GA,30045,campus_001,One Life Center,hh_0176,2024-07-24,active
donor_6f852dbe,Joyce,Powell,joyce.powell@yahoo.com,(730) 260-5543,9483 Lake Dr,Snellville,GA,30024,campus_001,One Life Center,hh_0177,2025-05-04,active
donor_ccfd3fcf,Henry,Powell,henrypowell@yahoo.com,(696) 928-6277,9483 Lake Dr,Snellville,GA,30024,campus_001,One Life Center,hh_0177,2025-05-04,active
donor_5669b3eb,Paul,Butler,paul.butler@gmail.com,(729) 727-5558,2429 Meadow Ln,Loganville,GA,30052,campus_001,One Life Center,hh_0178,2023-07-19,active
donor_bc41fadc,Virginia,Mitchell,vmitchell@outlook.com,(686) 747-7516,5462 Meadow Ln,Dacula,GA,30052,campus_001,One Life Center,hh_0179,2020-01-06,active
donor_b4e0f05e,Andrew,Edwards,andrewe134@icloud.com,(721) 898-1793,4499 Church St,Buford,GA,30052,campus_001,One Life Center,hh_0180,2024-08-23,active
donor_4706f84e,Jennifer,Edwards,jedwards@gmail.com,(693) 361-8230,4499 Church St,Buford,GA,30052,campus_001,One Life Center,hh_0180,2024-08-23,active
donor_daa82468,Christina,Edwards,christina12@outlook.com,(688) 580-3711,5045 Elm St,Buford,GA,30045,campus_001,One Life Center,hh_0181,2024-11-25,active
donor_d31fe5bf,Alexander,Reyes,alexander.reyes@yahoo.com,(753) 431-9510,7132 Grove St,Snellville,GA,30046,campus_001,One Life Center,hh_0182,2020-07-05,lapsed
donor_ba9995c6,Debra,Reyes,debra.reyes@outlook.com,(693) 632-3165,7132 Grove St,Snellville,GA,30046,campus_001,One Life Center,hh_0182,2020-07-05,lapsed
donor_e40a5fe6,Melissa,Robinson,melissarobinson@yahoo.com,(686) 743-1138,1778 Cedar Ln,Loganville,GA,30044,campus_001,One Life Center,hh_0183,2021-10-03,active
donor_68ae25ad,Karen,Perez,kperez@yahoo.com,(689) 302-3293,3590 Grove St,Dacula,GA,30019,campus_001,One Life Center,hh_0184,2024-03-12,active
donor_14b054b4,Sarah,Watson,sarahwatson@hotmail.com,(754) 814-5668,7135 Church St,Loganville,GA,30019,campus_001,One Life Center,hh_0185,2024-06-08,active
donor_006e4be6,Angela,Ross,angela.ross@yahoo.com,(741) 595-2847,3466 Highland Ave,Lawrenceville,GA,30024,campus_001,One Life Center,hh_0186,2023-05-27,active
donor_feb93ae8,Kenneth,Cruz,kenneth73@hotmail.com,(765) 376-8717,297 Mill Rd,Suwanee,GA,30078,campus_001,One Life Center,hh_0187,2025-03-27,lapsed
donor_468039a9,Jerry,Cruz,jerryc18@gmail.com,(679) 468-4534,297 Mill Rd,Suwanee,GA,30078,campus_001,One Life Center,hh_0187,2025-03-27,lapsed
donor_6ae370d9,Nicholas,Davis,ndavis@gmail.com,(759) 749-9808,4793 Grove St,Loganville,GA,30078,campus_001,One Life Center,hh_0188,2023-12-30,active
donor_b9bf9f61,Brandon,Davis,brandon.davis@outlook.com,(688) 723-4329,4793 Grove St,Loganville,GA,30078,campus_001,One Life Center,hh_0188,2023-12-30,active
donor_8a505d00,Adam,Martin,adam83@icloud.com,(708) 259-5005,9708 Grove St,Grayson,GA,30017,campus_001,One Life Center,hh_0189,2024-04-12,active
donor_be96bdb0,Jack,Collins,jack.collins@yahoo.com,(767) 211-3684,1001 Hill St,Suwanee,GA,30052,campus_001,One Life Center,hh_0190,2023-09-26,active
donor_0dc5d942,Amy,Collins,amyc536@outlook.com,(699) 580-3079,1001 Hill St,Suwanee,GA,30052,campus_001,One Life Center,hh_0190,2023-09-26,active
donor_619ffd83,Shirley,Wright,shirleyw999@gmail.com,(741) 666-9368,5588 River Rd,Suwanee,GA,30043,campus_001,One Life Center,hh_0191,2021-07-11,lapsed
donor_f1e0988a,Susan,Cooper,susan.cooper@yahoo.com,(743) 202-1721,2677 Lake Dr,Duluth,GA,30019,campus_001,One Life Center,hh_0192,2024-05-02,active
donor_ea6ae9ca,Joyce,Cooper,joyce.cooper@icloud.com,(724) 592-3458,2677 Lake Dr,Duluth,GA,30019,campus_001,One Life Center,hh_0192,2024-05-02,active
donor_b87d3742,Lauren,Jones,lauren.jones@hotmail.com,(725) 322-9225,5372 Park Rd,Loganville,GA,30046,campus_001,One Life Center,hh_0193,2022-05-02,active
donor_dcdc2989,Gregory,Jones,gregoryjones@hotmail.com,(683) 610-2129,5372 Park Rd,Loganville,GA,30046,campus_001,One Life Center,hh_0193,2022-05-02,active
donor_1eb8e43f,Mary,Torres,mary38@hotmail.com,(709) 675-7033,1515 Valley Rd,Snellville,GA,30019,campus_001,One Life Center,hh_0194,2022-07-24,active
donor_8a805933,Christina,Cooper,christina30@gmail.com,(720) 201-7164,4116 Pine St,Buford,GA,30078,campus_001,One Life Center,hh_0195,2020-01-14,active
donor_b849d9fa,Rebecca,Ortiz,rebeccaortiz@outlook.com,(689) 244-4792,3461 Highland Ave,Snellville,GA,30044,campus_001,One Life Center,hh_0196,2021-05-02,active
donor_47e9fd58,Justin,Bell,jbell@gmail.com,(753) 781-2020,7611 Willow St,Loganville,GA,30019,campus_001,One Life Center,hh_0197,2020-06-22,lapsed
donor_f8813cf7,Aaron,Taylor,aaron95@icloud.com,(712) 439-2223,4376 Church St,Buford,GA,30024,campus_001,One Life Center,hh_0198,2025-03-11,active
donor_80d40deb,Cynthia,Moore,cynthia16@yahoo.com,(735) 515-8591,1831 Elm St,Suwanee,GA,30045,campus_001,One Life Center,hh_0199,2022-07-09,active
donor_9e692c3f,Nicole,Thomas,nicole.thomas@yahoo.com,(723) 605-9412,5084 Orchard Rd,Suwanee,GA,30045,campus_001,One Life Center,hh_0200,2023-11-28,lapsed
donor_01e1cf5a,Michael,Thomas,michael87@yahoo.com,(681) 614-8408,5084 Orchard Rd,Suwanee,GA,30045,campus_001,One Life Center,hh_0200,2023-11-28,lapsed
donor_7dee3723,Diane,Ward,dianeward@yahoo.com,(703) 610-7098,7670 Cedar Ln,Buford,GA,30044,campus_001,One Life Center,hh_0201,2024-07-04,lapsed
donor_663662f6,Jose,Hughes,jhughes@yahoo.com,(689) 539-3007,9702 Lake Dr,Suwanee,GA,30518,campus_001,One Life Center,hh_0202,2025-02-21,lapsed
donor_21d6fdb6,Patrick,Cook,pcook@yahoo.com,(723) 419-4066,9502 River Rd,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0203,2024-08-09,active
donor_dd18707c,Emily,Cook,emilycook@gmail.com,(756) 834-5026,9502 River Rd,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0203,2024-08-09,active
donor_9e308f53,Emily,Cooper,emilyc205@yahoo.com,(758) 756-1319,7948 Oak Ave,Loganville,GA,30078,campus_001,One Life Center,hh_0204,2020-06-28,active
donor_e062c800,Peter,Sullivan,peter42@yahoo.com,(681) 526-4588,9021 Sunset Blvd,Grayson,GA,30052,campus_001,One Life Center,hh_0205,2021-12-05,active
donor_6fee7c7f,Jerry,Fisher,jerryfisher@gmail.com,(709) 872-4951,7828 Highland Ave,Snellville,GA,30043,campus_001,One Life Center,hh_0206,2022-01-02,active
donor_626d03f4,Paul,Fisher,paul.fisher@yahoo.com,(751) 597-6813,7828 Highland Ave,Snellville,GA,30043,campus_001,One Life Center,hh_0206,2022-01-02,active
donor_478ca297,Jack,Thompson,jack76@hotmail.com,(750) 345-4084,9807 Church St,Duluth,GA,30046,campus_001,One Life Center,hh_0207,2024-07-09,active
donor_dd71bfb2,Linda,Cooper,lindac21@icloud.com,(678) 539-4300,8135 Oak Ave,Snellville,GA,30045,campus_001,One Life Center,hh_0208,2020-07-03,active
donor_271e4ae4,Emma,Baker,emma.baker@hotmail.com,(724) 274-7120,1075 Main St,Duluth,GA,30019,campus_001,One Life Center,hh_0209,2020-10-29,active
donor_a3d52c48,Dorothy,Myers,dmyers@icloud.com,(761) 524-3854,1755 Church St,Loganville,GA,30518,campus_001,One Life Center,hh_0210,2021-09-10,lapsed
donor_a00221db,Michelle,Cox,michellecox@gmail.com,(767) 786-7415,9749 Elm St,Grayson,GA,30046,campus_001,One Life Center,hh_0211,2022-02-13,active
donor_0450e997,Ruth,Barnes,ruthb655@gmail.com,(741) 344-6425,9969 Church St,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0212,2025-03-01,active
donor_694356fc,Barbara,Walker,barbara86@icloud.com,(679) 471-4435,2850 Grove St,Grayson,GA,30019,campus_001,One Life Center,hh_0213,2024-12-18,active
donor_370c02af,Michael,Rodriguez,michaelrodriguez@icloud.com,(741) 587-6754,1870 Willow St,Grayson,GA,30024,campus_001,One Life Center,hh_0214,2020-01-03,active
donor_9c85578e,Anna,Rodriguez,arodriguez@hotmail.com,(761) 976-4695,1870 Willow St,Grayson,GA,30024,campus_001,One Life Center,hh_0214,2020-01-03,active
donor_82c8ea4b,Susan,Martinez,smartinez@yahoo.com,(687) 760-2525,428 Church St,Lawrenceville,GA,30024,campus_001,One Life Center,hh_0215,2021-06-18,lapsed
donor_1982f5e5,Carol,Martinez,cmartinez@gmail.com,(733) 869-3703,428 Church St,Lawrenceville,GA,30024,campus_001,One Life Center,hh_0215,2021-06-18,lapsed
donor_567171f3,Matthew,Collins,matthewc740@outlook.com,(762) 488-5872,1759 Church St,Duluth,GA,30043,campus_001,One Life Center,hh_0216,2021-02-24,active
donor_06cc33b9,Michael,Miller,michael55@hotmail.com,(739) 404-2589,9105 Sunset Blvd,Loganville,GA,30518,campus_001,One Life Center,hh_0217,2020-11-10,active
donor_72c322a4,Patricia,Miller,patricia27@gmail.com,(738) 318-6052,9105 Sunset Blvd,Loganville,GA,30518,campus_001,One Life Center,hh_0217,2020-11-10,active
donor_a5894e50,Deborah,Rogers,deborahrogers@icloud.com,(683) 469-8204,1593 Grove St,Dacula,GA,30024,campus_001,One Life Center,hh_0218,2023-01-19,active
donor_3790c670,Rachel,Lewis,rachel11@hotmail.com,(730) 974-4727,1109 Pine St,Snellville,GA,30518,campus_001,One Life Center,hh_0219,2024-03-20,active
donor_1a3d2741,Donald,Roberts,donald.roberts@hotmail.com,(751) 729-3415,7879 Meadow Ln,Loganville,GA,30078,campus_001,One Life Center,hh_0220,2024-12-10,active
donor_fe326cc0,Matthew,Perry,mperry@yahoo.com,(758) 351-5225,2838 Washington Ave,Dacula,GA,30045,campus_001,One Life Center,hh_0221,2024-07-13,lapsed
donor_85bf62ae,Kenneth,Perry,kenneth.perry@gmail.com,(727) 769-7510,2838 Washington Ave,Dacula,GA,30045,campus_001,One Life Center,hh_0221,2024-07-13,lapsed
donor_f9f60640,Rebecca,Scott,rebeccas152@hotmail.com,(752) 976-2641,9726 Highland Ave,Dacula,GA,30043,campus_001,One Life Center,hh_0222,2024-05-19,lapsed
donor_cf822dd8,Timothy,Diaz,timothyd498@hotmail.com,(738) 238-3821,8875 Mill Rd,Suwanee,GA,30024,campus_001,One Life Center,hh_0223,2024-12-02,active
donor_67960040,Donald,Jackson,donald61@outlook.com,(680) 545-5965,6584 Church St,Loganville,GA,30043,campus_001,One Life Center,hh_0224,2023-11-15,lapsed
donor_ec5506cf,Michelle,Jackson,mjackson@gmail.com,(707) 337-5923,6584 Church St,Loganville,GA,30043,campus_001,One Life Center,hh_0224,2023-11-15,lapsed
donor_8a7655ef,Barbara,Stewart,bstewart@icloud.com,(744) 582-1920,6928 Creek Dr,Grayson,GA,30024,campus_001,One Life Center,hh_0225,2023-08-15,active
donor_b7484016,Heather,Lee,heatherlee@yahoo.com,(703) 259-5087,8403 Spring St,Suwanee,GA,30024,campus_001,One Life Center,hh_0226,2020-10-04,active
donor_3d913af7,Cynthia,Miller,cynthia.miller@gmail.com,(708) 581-9008,4588 Mill Rd,Grayson,GA,30046,campus_001,One Life Center,hh_0227,2024-08-13,active
donor_5a0d6ee4,Scott,Miller,smiller@hotmail.com,(748) 558-6640,4588 Mill Rd,Grayson,GA,30046,campus_001,One Life Center,hh_0227,2024-08-13,active
donor_3f5ad735,Christopher,King,christopherking@yahoo.com,(764) 411-5408,549 Spring St,Suwanee,GA,30024,campus_001,One Life Center,hh_0228,2020-04-11,active
donor_963b78ef,Katherine,King,katherine.king@gmail.com,(738) 335-3837,549 Spring St,Suwanee,GA,30024,campus_001,One Life Center,hh_0228,2020-04-11,active
donor_a3a99e65,Samuel,Johnson,samuel49@icloud.com,(710) 423-8646,5104 Orchard Rd,Buford,GA,30024,campus_001,One Life Center,hh_0229,2023-12-23,active
donor_48fef691,Raymond,Bell,raymondb575@hotmail.com,(714) 505-2771,1776 Main St,Loganville,GA,30518,campus_001,One Life Center,hh_0230,2022-11-13,active
donor_2bcd9033,Kathleen,Bell,kathleen9@outlook.com,(713) 467-5895,1776 Main St,Loganville,GA,30518,campus_001,One Life Center,hh_0230,2022-11-13,active
donor_05399ec0,Kenneth,Bell,kbell@outlook.com,(711) 628-7628,9930 Spring St,Buford,GA,30043,campus_001,One Life Center,hh_0231,2023-09-14,active
donor_e4c4777f,Deborah,Bell,deborahb37@hotmail.com,(702) 551-4643,9930 Spring St,Buford,GA,30043,campus_001,One Life Center,hh_0231,2023-09-14,active
donor_843ce6ef,Nancy,Cruz,nancy72@gmail.com,(738) 331-5237,8411 Hill St,Dacula,GA,30019,campus_001,One Life Center,hh_0232,2024-09-27,active
donor_5f5656a9,Mark,Cox,mark40@outlook.com,(711) 799-5817,1563 Park Rd,Duluth,GA,30019,campus_001,One Life Center,hh_0233,2021-12-28,active
